company,square,agent_score,final_score,claim_ids,override_reason
GeoComply,D07,3,3,GEOCOMPLY-017;GEOCOMPLY-018;GEOCOMPLY-020,
GeoComply,D08,2,2,GEOCOMPLY-017,
GeoComply,D09,2,2,GEOCOMPLY-005;GEOCOMPLY-003,
GeoComply,D10,2,2,GEOCOMPLY-006;GEOCOMPLY-020,
GeoComply,E01,3,3,GEOCOMPLY-009;GEOCOMPLY-011;GEOCOMPLY-012,
GeoComply,E02,3,3,GEOCOMPLY-009;GEOCOMPLY-011,
GeoComply,E03,2,2,GEOCOMPLY-009;GEOCOMPLY-028,
GeoComply,E04,4,4,GEOCOMPLY-003;GEOCOMPLY-024;GEOCOMPLY-029;GEOCOMPLY-016,
GeoComply,E05,3,3,GEOCOMPLY-004;GEOCOMPLY-005,
GeoComply,E06,4,4,GEOCOMPLY-014;GEOCOMPLY-015,
GeoComply,E07,3,3,GEOCOMPLY-035;GEOCOMPLY-028;GEOCOMPLY-006,
GeoComply,E08,3,3,GEOCOMPLY-004;GEOCOMPLY-006;GEOCOMPLY-009,
GeoComply,E09,2,2,GEOCOMPLY-017;GEOCOMPLY-035,
GeoComply,E10,3,3,GEOCOMPLY-009;GEOCOMPLY-010;GEOCOMPLY-013,
GeoComply,F01,0,0,GEOCOMPLY-001,
GeoComply,F02,0,0,GEOCOMPLY-001,
GeoComply,F03,0,0,GEOCOMPLY-001,
GeoComply,F04,0,0,GEOCOMPLY-001,
GeoComply,F05,0,0,GEOCOMPLY-001,
GeoComply,F06,0,0,GEOCOMPLY-001,
GeoComply,F07,0,0,GEOCOMPLY-001,
GeoComply,F08,0,0,GEOCOMPLY-001,
GeoComply,F09,0,0,GEOCOMPLY-001,
GeoComply,F10,0,0,GEOCOMPLY-001,
GeoComply,G01,2,2,GEOCOMPLY-024;GEOCOMPLY-025,
GeoComply,G02,?,?,,
GeoComply,G03,?,?,,
GeoComply,G04,1,1,GEOCOMPLY-020,
GeoComply,G05,2,2,GEOCOMPLY-007,
GeoComply,G06,?,?,,
GeoComply,G07,1,1,GEOCOMPLY-005;GEOCOMPLY-028,
GeoComply,G08,?,?,,
GeoComply,G09,3,2,GEOCOMPLY-027;GEOCOMPLY-028;GEOCOMPLY-002,"SLA evidence is achieved-uptime marketing (99.999% PR vs 99.9999% homepage, inconsistent); no SLA terms public; regulated-environment uptime commitments justify 2, not 3"
GeoComply,G10,3,3,GEOCOMPLY-022,
GeoComply,H01,2,2,GEOCOMPLY-007;GEOCOMPLY-012,
GeoComply,H02,3,3,GEOCOMPLY-003;GEOCOMPLY-008,
GeoComply,H03,?,?,,
GeoComply,H04,1,1,GEOCOMPLY-007,
GeoComply,H05,?,?,,
GeoComply,H06,?,?,,
GeoComply,H07,?,?,,
GeoComply,H08,2,2,GEOCOMPLY-006;GEOCOMPLY-003;GEOCOMPLY-012,
GeoComply,H09,?,?,,
GeoComply,H10,0,0,GEOCOMPLY-008,
GeoComply,I01,4,4,GEOCOMPLY-011;GEOCOMPLY-029;GEOCOMPLY-022;GEOCOMPLY-021,
GeoComply,I02,2,2,GEOCOMPLY-007;GEOCOMPLY-008,
GeoComply,I03,0,0,GEOCOMPLY-001,
GeoComply,I04,3,3,GEOCOMPLY-006;GEOCOMPLY-017;GEOCOMPLY-035,
GeoComply,I05,4,4,GEOCOMPLY-024;GEOCOMPLY-025;GEOCOMPLY-027,
GeoComply,I06,1,1,GEOCOMPLY-015;GEOCOMPLY-034,
GeoComply,I07,3,3,GEOCOMPLY-013;GEOCOMPLY-027;GEOCOMPLY-028,
GeoComply,I08,3,3,GEOCOMPLY-025;GEOCOMPLY-024;GEOCOMPLY-031,
GeoComply,I09,3,3,GEOCOMPLY-007;GEOCOMPLY-008,
GeoComply,I10,1,1,GEOCOMPLY-034;GEOCOMPLY-013,
GeoComply,J01,2,2,GEOCOMPLY-010;GEOCOMPLY-027;GEOCOMPLY-028,
GeoComply,J02,0,0,GEOCOMPLY-005;GEOCOMPLY-028,
GeoComply,J03,0,0,GEOCOMPLY-020;GEOCOMPLY-001,
GeoComply,J04,?,?,,
GeoComply,J05,2,2,GEOCOMPLY-025;GEOCOMPLY-026;GEOCOMPLY-029,
GeoComply,J06,3,3,GEOCOMPLY-009;GEOCOMPLY-010;GEOCOMPLY-013,
GeoComply,J07,2,2,GEOCOMPLY-017;GEOCOMPLY-018,
GeoComply,J08,1,1,GEOCOMPLY-017,
GeoComply,J09,2,2,GEOCOMPLY-028;GEOCOMPLY-027,
GeoComply,J10,1,1,GEOCOMPLY-019;GEOCOMPLY-020;GEOCOMPLY-021,
Persona,A01,0,0,PERSONA-035,
Persona,A02,0,0,PERSONA-035,
Persona,A03,0,0,PERSONA-035,
Persona,A04,0,0,PERSONA-035,
Persona,A05,0,0,PERSONA-035,
Persona,A06,0,0,PERSONA-035,
Persona,A07,0,0,PERSONA-035,
Persona,A08,0,0,PERSONA-035,
Persona,A09,0,0,PERSONA-035,
Persona,A10,1,1,PERSONA-007;PERSONA-035,
Persona,B01,3,3,PERSONA-002;PERSONA-019,
Persona,B02,1,1,PERSONA-034,
Persona,B03,1,1,PERSONA-033;PERSONA-034,
Persona,B04,4,4,PERSONA-003;PERSONA-004,
Persona,B05,3,3,PERSONA-006;PERSONA-014,
Persona,B06,4,4,PERSONA-011;PERSONA-019;PERSONA-039,
Persona,B07,4,4,PERSONA-001;PERSONA-039,
Persona,B08,1,1,PERSONA-002,
Persona,B09,2,2,PERSONA-015;PERSONA-022,
Persona,B10,1,1,PERSONA-015;PERSONA-016,
Persona,C01,2,2,PERSONA-018;PERSONA-002;PERSONA-037,
Persona,C02,1,1,PERSONA-029,
Persona,C03,1,1,PERSONA-019,
Persona,C04,1,1,PERSONA-002;PERSONA-009,
Persona,C05,3,3,PERSONA-015;PERSONA-016,
Persona,C06,1,1,PERSONA-037,
Persona,C07,2,2,PERSONA-015,
Persona,C08,1,1,PERSONA-024,
Persona,C09,0,0,,
Persona,C10,1,1,PERSONA-029,
Persona,D01,3,3,PERSONA-020;PERSONA-040,
Persona,D02,3,3,PERSONA-020;PERSONA-021,
Persona,D03,3,3,PERSONA-015;PERSONA-016,
Persona,D04,3,3,PERSONA-040;PERSONA-016,
Persona,D05,3,3,PERSONA-023;PERSONA-014,
Persona,D06,2,2,PERSONA-016;PERSONA-023;PERSONA-040,
Persona,D07,3,3,PERSONA-013;PERSONA-041,
Persona,D08,3,3,PERSONA-025,
Persona,D09,1,1,PERSONA-021;PERSONA-011,
Persona,D10,3,3,PERSONA-023;PERSONA-020,
Persona,E01,4,4,PERSONA-007;PERSONA-001,
Persona,E02,3,3,PERSONA-029;PERSONA-037,
Persona,E03,3,3,PERSONA-007;PERSONA-008,
Persona,E04,3,2,PERSONA-026,"documented geolocation is GPS+IP collection with VPN flags and geo lists; report itself concedes not certified-grade; scale normalization vs GeoComply=4, Socure=1"
Persona,E05,3,3,PERSONA-026,
Persona,E06,3,3,PERSONA-026,
Persona,E07,3,3,PERSONA-026;PERSONA-008,
Persona,E08,3,3,PERSONA-005;PERSONA-017;PERSONA-018,
Persona,E09,4,4,PERSONA-010;PERSONA-011;PERSONA-012;PERSONA-013,
Persona,E10,4,4,PERSONA-027;PERSONA-002,
Persona,F01,0,0,PERSONA-035,
Persona,F02,0,0,PERSONA-035,
Persona,F03,0,0,PERSONA-035,
Persona,F04,0,0,PERSONA-035,
Persona,F05,0,0,PERSONA-035,
Persona,F06,0,0,PERSONA-035,
Persona,F07,0,0,PERSONA-035,
Persona,F08,0,0,PERSONA-035,
Persona,F09,0,0,PERSONA-035,
Persona,F10,1,1,PERSONA-003,
Persona,G01,3,3,PERSONA-036;PERSONA-030;PERSONA-024,
Persona,G02,3,3,PERSONA-024,
Persona,G03,3,3,PERSONA-024,
Persona,G04,2,2,PERSONA-010;PERSONA-012,
Persona,G05,3,3,PERSONA-022;PERSONA-036,
Persona,G06,3,3,PERSONA-022;PERSONA-015;PERSONA-021,
Persona,G07,3,3,PERSONA-015;PERSONA-016,
Persona,G08,4,4,PERSONA-021,
Persona,G09,?,?,,
Persona,G10,3,3,PERSONA-032,
Persona,H01,4,4,PERSONA-020,
Persona,H02,3,3,PERSONA-042,
Persona,H03,4,4,PERSONA-021,
Persona,H04,3,3,PERSONA-022,
Persona,H05,4,4,PERSONA-020,
Persona,H06,3,3,PERSONA-020,
Persona,H07,3,3,PERSONA-020,
Persona,H08,3,3,PERSONA-020;PERSONA-023,
Persona,H09,2,2,PERSONA-011;PERSONA-016,
Persona,H10,0,0,PERSONA-035,
Persona,I01,3,3,PERSONA-013;PERSONA-008,
Persona,I02,3,3,PERSONA-020;PERSONA-042,
Persona,I03,1,1,,
Persona,I04,3,3,PERSONA-017;PERSONA-026,
Persona,I05,4,4,PERSONA-031,
Persona,I06,3,3,PERSONA-030,
Persona,I07,2,2,PERSONA-005;PERSONA-019;PERSONA-030,
Persona,I08,2,2,PERSONA-033,
Persona,I09,2,2,PERSONA-030;PERSONA-022,
Persona,I10,2,2,PERSONA-030,
Persona,J01,2,2,PERSONA-029;PERSONA-015;PERSONA-003,
Persona,J02,1,1,PERSONA-015,
Persona,J03,1,1,PERSONA-024,
Persona,J04,1,1,PERSONA-015,
Persona,J05,2,2,PERSONA-019;PERSONA-034,
Persona,J06,3,3,PERSONA-027;PERSONA-008,
Persona,J07,2,2,PERSONA-016;PERSONA-023;PERSONA-041,
Persona,J08,1,1,PERSONA-015;PERSONA-016,
Persona,J09,2,2,PERSONA-029;PERSONA-028,
Persona,J10,2,2,PERSONA-015;PERSONA-036,
Socure,A01,0,0,SOCURE-043,
Socure,A02,0,0,SOCURE-043,
Socure,A03,0,0,SOCURE-043,
Socure,A04,0,0,SOCURE-043,
Socure,A05,0,0,SOCURE-043,
Socure,A06,0,0,SOCURE-043,
Socure,A07,0,0,SOCURE-043,
Socure,A08,0,0,SOCURE-043,
Socure,A09,0,0,SOCURE-043,
Socure,A10,0,0,SOCURE-043,
Socure,B01,4,4,SOCURE-006;SOCURE-030;SOCURE-036,
Socure,B02,4,4,SOCURE-005;SOCURE-013,
Socure,B03,3,3,SOCURE-013;SOCURE-004;SOCURE-029,
Socure,B04,4,4,SOCURE-003;SOCURE-005;SOCURE-008,
Socure,B05,4,4,SOCURE-019;SOCURE-005;SOCURE-020,
Socure,B06,3,3,SOCURE-021,
Socure,B07,3,3,SOCURE-022;SOCURE-012,
Socure,B08,3,3,SOCURE-008,
Socure,B09,3,3,SOCURE-009;SOCURE-010,
Socure,B10,3,2,SOCURE-011;SOCURE-012;SOCURE-042,"verified: Decision Path Trace is post-hoc reconstruction (credited at D06), no workflow-version linkage documented, re-evaluation runs fresh current-policy logic (SOCURE-042); no as-of replay"
Socure,C01,2,2,SOCURE-028;SOCURE-024,
Socure,C02,2,2,SOCURE-046;SOCURE-035,
Socure,C03,1,1,SOCURE-006;SOCURE-021,
Socure,C04,?,?,,
Socure,C05,3,3,SOCURE-007;SOCURE-018,
Socure,C06,1,1,SOCURE-018;SOCURE-025,
Socure,C07,3,3,SOCURE-010;SOCURE-009,
Socure,C08,1,1,SOCURE-007;SOCURE-015,
Socure,C09,1,1,SOCURE-023;SOCURE-005,
Socure,C10,1,1,SOCURE-023;SOCURE-028,
Socure,D01,3,3,SOCURE-042;SOCURE-014;SOCURE-018,
Socure,D02,4,4,SOCURE-012;SOCURE-018,
Socure,D03,2,2,SOCURE-038;SOCURE-007,
Socure,D04,3,3,SOCURE-011;SOCURE-018,
Socure,D05,3,3,SOCURE-012;SOCURE-018;SOCURE-015,
Socure,D06,3,3,SOCURE-011;SOCURE-012,
Socure,D07,3,3,SOCURE-018;SOCURE-030;SOCURE-023,
Socure,D08,?,?,,
Socure,D09,?,?,,
Socure,D10,3,3,SOCURE-017;SOCURE-018;SOCURE-039,
Socure,E01,4,4,SOCURE-026;SOCURE-031;SOCURE-002,
Socure,E02,4,4,SOCURE-028;SOCURE-029,
Socure,E03,3,3,SOCURE-005;SOCURE-026;SOCURE-044,
Socure,E04,1,1,SOCURE-005,
Socure,E05,3,3,SOCURE-044;SOCURE-005,
Socure,E06,2,2,SOCURE-005;SOCURE-041,
Socure,E07,4,4,SOCURE-038;SOCURE-002;SOCURE-031,
Socure,E08,3,3,SOCURE-022;SOCURE-030,
Socure,E09,4,4,SOCURE-012;SOCURE-023,
Socure,E10,4,3,SOCURE-034;SOCURE-030;SOCURE-004,documented third-party orchestration is 14 partners + reseller contracting (SOCURE-034); 50+/200+ are marketing counts incl. first-party modules; Persona's ~90+ documented integrations set the 4 bar
Socure,F01,0,0,SOCURE-043,
Socure,F02,0,0,SOCURE-043,
Socure,F03,0,0,SOCURE-043,
Socure,F04,0,0,SOCURE-043,
Socure,F05,0,0,SOCURE-043,
Socure,F06,0,0,SOCURE-043,
Socure,F07,0,0,SOCURE-043,
Socure,F08,0,0,SOCURE-043,
Socure,F09,0,0,SOCURE-043,
Socure,F10,1,1,SOCURE-030,
Socure,G01,3,3,SOCURE-015;SOCURE-013,
Socure,G02,3,3,SOCURE-015,
Socure,G03,3,3,SOCURE-016,
Socure,G04,2,2,SOCURE-007;SOCURE-015;SOCURE-023,
Socure,G05,3,3,SOCURE-013;SOCURE-035,
Socure,G06,3,3,SOCURE-010;SOCURE-009,
Socure,G07,3,3,SOCURE-007;SOCURE-017;SOCURE-039,
Socure,G08,3,3,SOCURE-014,
Socure,G09,?,?,,
Socure,G10,3,3,SOCURE-032;SOCURE-033,
Socure,H01,4,4,SOCURE-002;SOCURE-013;SOCURE-036,
Socure,H02,3,3,SOCURE-044,
Socure,H03,3,3,SOCURE-014,
Socure,H04,3,3,SOCURE-013;SOCURE-035,
Socure,H05,2,2,SOCURE-036;SOCURE-038,
Socure,H06,?,?,,
Socure,H07,3,3,SOCURE-013,
Socure,H08,3,3,SOCURE-047;SOCURE-018;SOCURE-012,
Socure,H09,1,1,SOCURE-018,
Socure,H10,?,?,,
Socure,I01,3,3,SOCURE-023;SOCURE-018;SOCURE-015,
Socure,I02,3,3,SOCURE-035;SOCURE-045,
Socure,I03,1,1,SOCURE-026,
Socure,I04,4,4,SOCURE-001;SOCURE-031,
Socure,I05,4,4,SOCURE-001;SOCURE-040;SOCURE-031,
Socure,I06,3,3,SOCURE-035;SOCURE-013,
Socure,I07,2,2,SOCURE-004;SOCURE-037,
Socure,I08,3,3,SOCURE-012;SOCURE-031,
Socure,I09,2,2,SOCURE-035;SOCURE-037,
Socure,I10,1,1,SOCURE-037;SOCURE-013,
Socure,J01,2,2,SOCURE-006;SOCURE-028,
Socure,J02,1,1,SOCURE-007,
Socure,J03,1,1,SOCURE-015;SOCURE-007,
Socure,J04,2,2,SOCURE-010;SOCURE-009,
Socure,J05,2,2,SOCURE-046;SOCURE-030,
Socure,J06,3,3,SOCURE-034;SOCURE-030,
Socure,J07,3,2,SOCURE-011;SOCURE-018;SOCURE-020,"evidence-grade claim broken by verified gaps: reason-code-list edits alter live behavior with no version and no audit-log entry (SOCURE-020, verified verbatim), decision-to-workflow-version link undocumented, backtests not exportable, retention unresolved (D08=?)"
Socure,J08,2,2,SOCURE-011;SOCURE-024;SOCURE-042,
Socure,J09,2,2,SOCURE-035;SOCURE-046;SOCURE-023,
Socure,J10,2,2,SOCURE-007;SOCURE-039,
OPA,A01,0,0,OPA-001;OPA-030,
OPA,A02,0,0,OPA-001;OPA-030,
OPA,A03,0,0,OPA-001;OPA-030,
OPA,A04,0,0,OPA-001;OPA-030,
OPA,A05,0,0,OPA-001;OPA-030,
OPA,A06,0,0,OPA-001;OPA-030,
OPA,A07,0,0,OPA-001;OPA-030,
OPA,A08,0,0,OPA-001;OPA-030,
OPA,A09,0,0,OPA-001;OPA-030,
OPA,A10,0,0,OPA-001;OPA-030,
OPA,B01,4,4,OPA-016;OPA-001;OPA-021,
OPA,B02,4,4,OPA-016;OPA-006,
OPA,B03,4,4,OPA-007;OPA-006;OPA-021,
OPA,B04,3,3,OPA-005;OPA-016,
OPA,B05,3,3,OPA-005;OPA-016;OPA-003,
OPA,B06,4,4,OPA-005;OPA-004;OPA-018,
OPA,B07,2,2,OPA-018;OPA-008;OPA-016,
OPA,B08,2,2,OPA-004;OPA-009,
OPA,B09,3,3,OPA-017;OPA-016;OPA-025,
OPA,B10,2,2,OPA-011;OPA-016,
OPA,C01,2,2,OPA-004;OPA-021;OPA-019,
OPA,C02,2,2,OPA-004;OPA-005,
OPA,C03,2,2,OPA-004;OPA-021,
OPA,C04,2,2,OPA-004;OPA-009,
OPA,C05,2,2,OPA-009;OPA-011,
OPA,C06,0,0,OPA-001;OPA-030,
OPA,C07,1,1,OPA-017;OPA-025;OPA-024,
OPA,C08,0,0,OPA-001;OPA-031,
OPA,C09,2,2,OPA-004,
OPA,C10,0,0,OPA-030,
OPA,D01,3,3,OPA-011;OPA-016,
OPA,D02,4,3,OPA-011;OPA-012;OPA-013,"decision-log capability is emission-only: no storage/query/retention, events droppable under load (verified 2026-08-18); 4 reserved for emission+collection+search (Cerbos)"
OPA,D03,3,3,OPA-011;OPA-016,
OPA,D04,3,3,OPA-011;OPA-013,
OPA,D05,0,0,OPA-001;OPA-026,
OPA,D06,2,2,OPA-011;OPA-009,
OPA,D07,1,1,OPA-011;OPA-013,
OPA,D08,1,1,OPA-013,
OPA,D09,1,1,OPA-010;OPA-011,
OPA,D10,1,1,OPA-014;OPA-020,
OPA,E01,0,0,OPA-001;OPA-018,
OPA,E02,0,0,OPA-001;OPA-018,
OPA,E03,0,0,OPA-001;OPA-018,
OPA,E04,0,0,OPA-001;OPA-018,
OPA,E05,0,0,OPA-001;OPA-018,
OPA,E06,0,0,OPA-001;OPA-018,
OPA,E07,0,0,OPA-003;OPA-018,
OPA,E08,0,0,OPA-001;OPA-018,
OPA,E09,0,0,OPA-001;OPA-030,
OPA,E10,1,1,OPA-018;OPA-004,
OPA,F01,0,0,OPA-001;OPA-016,
OPA,F02,0,0,OPA-001;OPA-016,
OPA,F03,0,0,OPA-001;OPA-016,
OPA,F04,0,0,OPA-001;OPA-016,
OPA,F05,0,0,OPA-001;OPA-016,
OPA,F06,0,0,OPA-001;OPA-016,
OPA,F07,1,1,OPA-005;OPA-018,
OPA,F08,0,0,OPA-001;OPA-016,
OPA,F09,0,0,OPA-001;OPA-016,
OPA,F10,1,1,OPA-018,
OPA,G01,2,2,OPA-004;OPA-009;OPA-015,
OPA,G02,1,1,OPA-033,
OPA,G03,0,0,OPA-033,
OPA,G04,0,0,OPA-001;OPA-026,
OPA,G05,2,2,OPA-015;OPA-026;OPA-009,
OPA,G06,4,4,OPA-017;OPA-027,
OPA,G07,2,2,OPA-009;OPA-014;OPA-010,
OPA,G08,2,2,OPA-014;OPA-011,
OPA,G09,0,0,OPA-031;OPA-022,
OPA,G10,1,1,OPA-032;OPA-010,
OPA,H01,4,4,OPA-016,
OPA,H02,3,3,OPA-006;OPA-034;OPA-022;OPA-030,
OPA,H03,2,2,OPA-014;OPA-011,
OPA,H04,3,3,OPA-003;OPA-017,
OPA,H05,3,3,OPA-016;OPA-029;OPA-009,
OPA,H06,2,2,OPA-016,
OPA,H07,1,1,OPA-013,
OPA,H08,4,4,OPA-020;OPA-014;OPA-011,
OPA,H09,3,3,OPA-016;OPA-009,
OPA,H10,3,3,OPA-009;OPA-026;OPA-030,
OPA,I01,1,1,OPA-021,
OPA,I02,4,4,OPA-001;OPA-021,
OPA,I03,0,0,OPA-001;OPA-030,
OPA,I04,1,1,OPA-003,
OPA,I05,4,4,OPA-021;OPA-002,
OPA,I06,4,4,OPA-002;OPA-028;OPA-003,
OPA,I07,2,2,OPA-031,
OPA,I08,3,3,OPA-023;OPA-004,
OPA,I09,2,2,OPA-018;OPA-026;OPA-030,
OPA,I10,4,4,OPA-002;OPA-032,
OPA,J01,2,2,OPA-019;OPA-021;OPA-004,
OPA,J02,1,1,OPA-026;OPA-009,
OPA,J03,0,0,OPA-001;OPA-031,
OPA,J04,1,1,OPA-017;OPA-025;OPA-024,
OPA,J05,3,3,OPA-021;OPA-007;OPA-001,
OPA,J06,1,1,OPA-018,
OPA,J07,2,2,OPA-011;OPA-010;OPA-012,
OPA,J08,2,2,OPA-011;OPA-009,
OPA,J09,1,1,OPA-030,
OPA,J10,2,2,OPA-009;OPA-014;OPA-015;OPA-026;OPA-023,
AWS Verified Permissions / Cedar,A01,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,A02,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,A03,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,A04,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,A05,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,A06,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,A07,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,A08,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,A09,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,A10,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,B01,4,4,AWSCEDAR-002;AWSCEDAR-003;AWSCEDAR-004,
AWS Verified Permissions / Cedar,B02,4,4,AWSCEDAR-001;AWSCEDAR-006;AWSCEDAR-036,
AWS Verified Permissions / Cedar,B03,3,3,AWSCEDAR-011;AWSCEDAR-020;AWSCEDAR-036,
AWS Verified Permissions / Cedar,B04,2,2,AWSCEDAR-002,
AWS Verified Permissions / Cedar,B05,2,2,AWSCEDAR-002;AWSCEDAR-006,
AWS Verified Permissions / Cedar,B06,4,4,AWSCEDAR-003;AWSCEDAR-007;AWSCEDAR-009,
AWS Verified Permissions / Cedar,B07,1,1,AWSCEDAR-005;AWSCEDAR-022,
AWS Verified Permissions / Cedar,B08,3,3,AWSCEDAR-006,
AWS Verified Permissions / Cedar,B09,2,2,AWSCEDAR-010;AWSCEDAR-033,
AWS Verified Permissions / Cedar,B10,1,1,AWSCEDAR-012;AWSCEDAR-013;AWSCEDAR-024,
AWS Verified Permissions / Cedar,C01,1,1,AWSCEDAR-003;AWSCEDAR-007,
AWS Verified Permissions / Cedar,C02,1,1,AWSCEDAR-007,
AWS Verified Permissions / Cedar,C03,1,1,AWSCEDAR-007;AWSCEDAR-009,
AWS Verified Permissions / Cedar,C04,2,2,AWSCEDAR-034;AWSCEDAR-007,
AWS Verified Permissions / Cedar,C05,0,0,AWSCEDAR-022;AWSCEDAR-023;AWSCEDAR-024,
AWS Verified Permissions / Cedar,C06,0,0,AWSCEDAR-024;AWSCEDAR-043,
AWS Verified Permissions / Cedar,C07,2,2,AWSCEDAR-033;AWSCEDAR-010,
AWS Verified Permissions / Cedar,C08,0,0,AWSCEDAR-024;AWSCEDAR-022,
AWS Verified Permissions / Cedar,C09,1,1,AWSCEDAR-007,
AWS Verified Permissions / Cedar,C10,0,0,AWSCEDAR-024;AWSCEDAR-043,
AWS Verified Permissions / Cedar,D01,1,1,AWSCEDAR-012;AWSCEDAR-013,
AWS Verified Permissions / Cedar,D02,2,2,AWSCEDAR-012,
AWS Verified Permissions / Cedar,D03,1,1,AWSCEDAR-002;AWSCEDAR-013;AWSCEDAR-023,
AWS Verified Permissions / Cedar,D04,2,2,AWSCEDAR-012;AWSCEDAR-013,
AWS Verified Permissions / Cedar,D05,1,1,AWSCEDAR-040;AWSCEDAR-012,
AWS Verified Permissions / Cedar,D06,1,1,AWSCEDAR-012;AWSCEDAR-022;AWSCEDAR-023,
AWS Verified Permissions / Cedar,D07,1,1,AWSCEDAR-012;AWSCEDAR-038,
AWS Verified Permissions / Cedar,D08,1,1,AWSCEDAR-012;AWSCEDAR-038,
AWS Verified Permissions / Cedar,D09,2,2,AWSCEDAR-038,
AWS Verified Permissions / Cedar,D10,2,2,AWSCEDAR-039;AWSCEDAR-040;AWSCEDAR-020,
AWS Verified Permissions / Cedar,E01,0,0,AWSCEDAR-001,
AWS Verified Permissions / Cedar,E02,0,0,AWSCEDAR-001,
AWS Verified Permissions / Cedar,E03,0,0,AWSCEDAR-001,
AWS Verified Permissions / Cedar,E04,1,0,AWSCEDAR-003;AWSCEDAR-007,"evaluating caller-supplied ipaddr is B06 expressiveness, not geolocation; parity with OPA/Cerbos E04=0"
AWS Verified Permissions / Cedar,E05,0,0,AWSCEDAR-001;AWSCEDAR-022,
AWS Verified Permissions / Cedar,E06,0,0,AWSCEDAR-001;AWSCEDAR-022,
AWS Verified Permissions / Cedar,E07,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,E08,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,E09,0,0,AWSCEDAR-024,
AWS Verified Permissions / Cedar,E10,0,0,AWSCEDAR-022,
AWS Verified Permissions / Cedar,F01,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,F02,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,F03,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,F04,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,F05,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,F06,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,F07,0,1,AWSCEDAR-001;AWSCEDAR-024,redemption-eligibility rules over caller-supplied facts are evaluable like any Cedar policy; parity with OPA/Cerbos/Permit F07=1
AWS Verified Permissions / Cedar,F08,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,F09,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,F10,0,0,AWSCEDAR-001;AWSCEDAR-024,
AWS Verified Permissions / Cedar,G01,3,3,AWSCEDAR-021;AWSCEDAR-011;AWSCEDAR-022,
AWS Verified Permissions / Cedar,G02,3,3,AWSCEDAR-004;AWSCEDAR-024,
AWS Verified Permissions / Cedar,G03,3,3,AWSCEDAR-029;AWSCEDAR-001,
AWS Verified Permissions / Cedar,G04,0,0,AWSCEDAR-024;AWSCEDAR-022,
AWS Verified Permissions / Cedar,G05,2,2,AWSCEDAR-021;AWSCEDAR-025;AWSCEDAR-022,
AWS Verified Permissions / Cedar,G06,3,3,AWSCEDAR-009;AWSCEDAR-010;AWSCEDAR-033,
AWS Verified Permissions / Cedar,G07,2,2,AWSCEDAR-040;AWSCEDAR-026;AWSCEDAR-023;AWSCEDAR-025,
AWS Verified Permissions / Cedar,G08,1,1,AWSCEDAR-037,
AWS Verified Permissions / Cedar,G09,3,3,AWSCEDAR-016,
AWS Verified Permissions / Cedar,G10,4,4,AWSCEDAR-017;AWSCEDAR-018;AWSCEDAR-019,
AWS Verified Permissions / Cedar,H01,4,4,AWSCEDAR-024;AWSCEDAR-027,
AWS Verified Permissions / Cedar,H02,4,4,AWSCEDAR-027,
AWS Verified Permissions / Cedar,H03,1,1,AWSCEDAR-037,
AWS Verified Permissions / Cedar,H04,2,2,AWSCEDAR-010;AWSCEDAR-014,
AWS Verified Permissions / Cedar,H05,3,3,AWSCEDAR-027;AWSCEDAR-042,
AWS Verified Permissions / Cedar,H06,3,3,AWSCEDAR-012,
AWS Verified Permissions / Cedar,H07,4,4,AWSCEDAR-011,
AWS Verified Permissions / Cedar,H08,2,2,AWSCEDAR-012;AWSCEDAR-039,
AWS Verified Permissions / Cedar,H09,3,3,AWSCEDAR-024,
AWS Verified Permissions / Cedar,H10,4,4,AWSCEDAR-025,
